id,first_name,last_name,email,ip_address,color,car_vin,car_company,car_model,car_model_year,car_price,country,city,date27,Carmen,Bowen,cbowenq@nationalgeographic.com,63.239.51.206,#3fb1cf,WAUGL98E25A270887,Mercedes-Benz,E-Class,2005,59050.98,Germany,Kassel
785,Elton,MacLaughlin,emaclaughlinls@feedburner.com,63.57.95.167,#d981fa,WVGAV7AX9FW335673,Mercedes-Benz,C-Class,1999,87503.18,Czech Republic,Petrov
796,Florence,Shepton,fsheptonm3@mapy.cz,4.65.18.55,#772c62,1GD422CG5EF564985,Mercedes-Benz,CL-Class,2006,77944.64,Czech Republic,Bludov
805,Darline,Yakobowitz,dyakobowitzmc@etsy.com,187.112.158.190,#59c853,JN8AS1MU1AM533426,Mercedes-Benz,E-Class,1996,54876.31,Czech Republic,Předměřice nad Labem
811,Radcliffe,Petit,rpetitmi@bloglovin.com,183.151.43.158,#f56d72,5N1BA0NE5FN170324,Mercedes-Benz,SL-Class,2003,66284.37,Poland,Sędziejowice
819,Babette,Brayshaw,bbrayshawmq@tamu.edu,252.133.3.111,#4b9540,3D73Y3CL4BG766346,Mercedes-Benz,SLS AMG,2011,79588.99,Czech Republic,Líně
861,Bob,Allbrook,ballbrooknw@princeton.edu,6.79.11.37,#792007,3TMJU4GN3EM074082,Mercedes-Benz,W201,1992,86538.44,Poland,Potęgowo
877,Alfy,Nevill,anevilloc@mapy.cz,147.243.148.87,#b668c9,1N6AD0CUXCN912310,Mercedes-Benz,SL-Class,2012,97767.71,Poland,Komorów
901,Ashlee,Dismore,adismorep0@va.gov,74.86.153.49,#c2b7fe,2G4WC582561030950,Mercedes-Benz,W123,1977,44748.84,Germany,Berlin
906,Heinrik,Fewkes,hfewkesp5@zdnet.com,255.212.54.62,#a0ffbe,JTJBM7FX7A5973887,Mercedes-Benz,E-Class,1992,31371.77,Denmark,København
924,Evelin,Trustram,etrustrampn@berkeley.edu,124.231.224.23,#255d32,2C3CDXHG4CH218846,Mercedes-Benz,E-Class,1985,20801.29,Poland,Kołbiel
945,Abe,Mc Comb,amccombq8@chron.com,161.32.18.178,#881729,19VDE1F77FE872469,Mercedes-Benz,C-Class,2007,44998.76,Poland,Olsztynek
951,Christy,Merton,cmertonqe@oaic.gov.au,93.202.134.73,#325ec1,WBA3G7C5XEK034559,Mercedes-Benz,300TE,1992,58487.99,Poland,Klenica
970,Denney,Meechan,dmeechanqx@icq.com,191.96.132.126,#51aa42,1N6AF0KY8EN499949,Mercedes-Benz,SLK-Class,2002,93702.98,Denmark,Frederiksberg
987,Barnie,Skentelbery,bskentelberyre@chicagotribune.com,74.49.83.211,#bb2d06,WBAFB33461L281058,Mercedes-Benz,SL-Class,2011,18686.72,Poland,Opatów
992,Moreen,Darley,mdarleyrj@skyrock.com,123.209.151.121,#334a1b,WAUHFAFL5DA539459,Mercedes-Benz,E-Class,2002,38456.38,Poland,Strachówka
